Vak,Methode,Leerjaar,Niveau,Boek-ID,Ebook,Ebook-ID,Tijdstempel,CDN-ID
,,,,,Nectar 5e editie 2-3 havo/vwo leerwerkboek A FLEX,029c23ac-dc4f-46c5-a5cd-1034a6aaeeb8,20201028141354,
,,,,,Nectar 5e editie 2-3 havo/vwo leerwerkboek B FLEX,79b98995-8edc-4ca6-a249-1479b0485fd0,20201028142344,
Biologie,Nectar,"2, 3",havo / vwo,89927378-edf4-4b6b-9a17-d5a8655e1c75,Nectar 5e editie biologie havo/vwo deel 2-3 leerwerkboek A FLEX,029c23ac-dc4f-46c5-a5cd-1034a6aaeeb8,20201028141354,
,,,,,Nectar 5e editie biologie havo/vwo deel 2-3 leerwerkboek B FLEX,79b98995-8edc-4ca6-a249-1479b0485fd0,20201028142344,
,,,,,Nectar 5e editie 2-3 havo/vwo Biologie Leerboek,f64da8d0-ab8a-4d02-8f5d-8878bfbc1135,20180711083022,
,,,,,Nectar 5e editie 2-3 havo/vwo Biologie Werkboek A,43aa0825-2a35-4292-af68-73259cbd1a75,20181002135006,
,,,,,Nectar 5e editie 2-3 havo/vwo Biologie Werkboek B,88d1c0be-b766-49cc-9544-32b13aacc414,20181207133556,
Biologie,Nectar,"2, 3",vwo,b5748f95-f8a5-4c42-88bf-657e05c09757,Nectar 5e editie biologie vwo deel 2-3 leerwerkboek A FLEX,f1608b21-214a-44a8-b25c-b749c3f33281,20210310142149,
,,,,,Nectar 5e editie biologie vwo deel 2-3 leerwerkboek B FLEX,eacd1869-deb6-4f0d-af7e-aa5fb07b63ab,20210401084611,
,,,,,Nectar 5e editie 2-3 vwo Biologie Leerboek,7a73db3c-abba-4c51-aef0-95804530b148,20181003140835,
,,,,,Nectar 5e editie 2-3 vwo Biologie Werkboek A,98b7abec-caf9-4f34-81f8-89c5fb32f5d0,20180918111003,
,,,,,Nectar 5e editie 2-3 vwo Biologie Werkboek B,e8e1e76e-5e94-4728-9790-3e78ba988ef8,20181207140222,
Biologie,Nectar,"2, 3",vwo,eda3cae1-b07c-4402-8389-41f1882b8d57,Nectar 5e editie 2-3 vwo Leerboek,7a73db3c-abba-4c51-aef0-95804530b148,20181003140835,
,,,,,Nectar 5e editie 2-3 vwo Werkboek A,98b7abec-caf9-4f34-81f8-89c5fb32f5d0,20180918111003,
,,,,,Nectar 5e editie 2-3 vwo Werkboek B,e8e1e76e-5e94-4728-9790-3e78ba988ef8,20181207140222,
,,,,,Nectar 5e editie 2-3 vwo leerwerkboek A FLEX,f1608b21-214a-44a8-b25c-b749c3f33281,20210310142149,
,,,,,Nectar 5e editie 2-3 vwo leerwerkboek B FLEX,eacd1869-deb6-4f0d-af7e-aa5fb07b63ab,20210401084611,
Biologie,Nectar,3,vmbo b,11d82ac3-fef2-4c01-9f73-5eeaac072ed5,Nectar 4e editie biologie vmbo-basis deel 3A leerwerkboek,e516bf0a-501b-4e6a-bd35-2578dc818348,20170220131758,
,,,,,Nectar 4e editie biologie vmbo-basis deel 3B leerwerkboek,7e4a06c9-2b08-4786-b8d3-9328ed05ae13,20180213143823,
Biologie,Nectar,3,vmbo b,a043b552-737e-49b8-bb36-c2ed8f986a3b,Nectar 5e ed 3 basis FLEX leerwerkboek A,0775abb2-f9ff-46e6-bc60-14c3e1624ea4,20210616093131,
,,,,,Nectar 5e ed 3 basis FLEX leerwerkboek B,7b162246-5fab-44de-a460-480a647c30dd,20210616093646,
Biologie,Nectar,3,vmbo gt,6a9fb704-2e41-472a-b302-b4dfa78d92b7,Nectar 4e editie biologie vmbo-gt deel 3 leerboek,89be5b37-5674-4574-ad20-9b5ba18d92f2,20170220134602,
,,,,,Nectar 4e editie biologie vmbo-gt deel 3A werkboek,3fc7bebe-f618-4244-9a98-d67db38ad2ca,20180213134011,
,,,,,Nectar 4e editie biologie vmbo-gt deel 3B werkboek,9f7e9aae-c5d3-462c-a310-5cc74b710dfc,20170220132856,
Biologie,Nectar,3,vmbo gt,dfd2b085-8ab0-4f3e-a581-b1e2b50ce4b8,Nectar 5e ed 3 gt FLEX leerwerkboek A,23a0937f-1a44-46d9-a968-a54320b7bc9e,20210820063406,
,,,,,Nectar 5e ed 3 gt FLEX leerwerkboek B,0ae0418b-2449-4fa6-8eb0-039cd2e282c2,20210817122258,
Biologie,Nectar,3,vmbo k,7d7c75de-c474-43aa-b67e-1799eb3e72d0,Nectar 4e editie biologie vmbo-kader deel 3 leerboek,b181d15b-f117-4163-a9fa-71948dce2f99,20170220135134,
,,,,,Nectar 4e editie biologie vmbo-kader deel 3A werkboek,0c92021b-5f9c-4034-a563-c500a438811c,20180213084157,
,,,,,Nectar 4e editie biologie vmbo-kader deel 3B werkboek,6433e373-e72e-4299-a989-d6e832817ba7,20170220133617,
Biologie,Nectar,3,vmbo k,325e6a2d-4e56-4502-9982-b4db90cea83c,Nectar 5e ed 3 kader FLEX leerwerkboek A,6751d57f-7731-4f86-9352-42ebdcacd899,20210817122851,
,,,,,Nectar 5e ed 3 kader FLEX leerwerkboek B,dc64376d-393d-440a-846f-e2fac0c98e72,20210817123425,
Biologie,Nectar,4,havo,48fc6ac6-b527-4273-a068-325e680a62e0,Nectar 4e editie biologie 4 havo leerboek FLEX upgrade,27b2229a-c3ed-48d2-a741-0e68e73d8efc,20220613094243,37a6f8f3-54fc-4b4b-893a-03e0bfc4e8eb
Biologie,Nectar,4,vmbo b,237c7da8-9a00-472e-a2f1-4bdf903d168f,Leerboek vmbo-basis 4 A (4e Ed.),c23010fc-a406-42df-8250-048ee09ab0a1,20180212140444,
,,,,,Leerboek vmbo-basis 4 B (4e Ed.),6a5bff26-0fd1-467d-ae7b-33dc468bfa56,20171214144138,
Biologie,Nectar,4,vmbo b,a3db4419-dce0-41b1-8ccd-c5d7cc8c5666,Nectar 5e ed 4 vmbo-basis leerwerkboek A,aa03b435-0d72-4a06-b029-6cb471a6e5f8,20220912120814,19292b08-6375-40f9-863c-8b2d95a5267b
,,,,,Nectar 5e ed 4 vmbo-basis leerwerkboek B,74668110-fa10-4b85-af4f-b77c744c1091,20220912122747,31d24878-4650-4968-9c3f-1271e2a461f7
Biologie,Nectar,4,vmbo gt,4de4e5e5-ea9d-4c33-8bf3-f979a879dee3,Leerboek vmbo-gt 4 (4e Ed.),aedcdd47-8760-43a4-9e3f-ae572dd60045,20180227081400,
,,,,,Werkboek A vmbo-gt 4 (4e Ed.),35a2c439-7db9-4efd-aa39-94d970cab030,20180214081005,
,,,,,Werkboek B vmbo-gt 4 (4e Ed.),eb0f6b26-2405-49a3-bfc4-78b698950257,20171005083635,
,,,,,Leerboek 4e vmbo-gt 4 (4e Ed.) FLEX,70254234-55c0-4c5c-9fe0-40b71f6a28e1,20210315135547,
Biologie,Nectar,4,vmbo gt,80125b42-5246-4bd0-b1bc-39175c89b341,Nectar 5e ed 4 vmbo-gt leerwerkboek A,af632d13-3a14-4d49-9272-c39d0cad4b1c,20220912125543,c135f104-871a-4c88-ab8e-9d48a310c851
,,,,,Nectar 5e ed 4 vmbo-gt leerwerkboek B,b66d49e7-4b86-47a2-a77c-4fafc42fa3b0,20220912124947,22de6f73-34f1-4183-870b-457cfad4ed1d
Biologie,Nectar,4,vmbo k,7f15dbc6-bd78-4dae-a93e-9ed9cdd00c9b,Leerboek vmbo-kader 4 (4e Ed.),9a818029-7102-4d71-bf3f-1899a05f764a,20180213081904,
,,,,,Werkboek A vmbo-kader 4 (4e Ed.),facf9683-330a-4101-8f33-4048a68cdb6e,20180214073930,
,,,,,Werkboek B vmbo-kader 4 (4e Ed.),e9abd98d-2dc4-41cb-ada6-610ede10b9da,20170928083651,
,,,,,Leerboek 4e vmbo-k 4 FLEX,f4a77110-2cf5-4bc3-974f-7ff0821cdd49,20210310135634,
Biologie,Nectar,4,vmbo k,133387a8-1553-46ef-b7cf-230379237eff,Nectar 5e ed 4 vmbo-kader leerwerkboek A,79091ebc-164a-426b-898f-257a8ed1cdd1,20220912130913,6ef5eff2-f091-4499-aacd-bd32a067de51
,,,,,Nectar 5e ed 4 vmbo-kader leerwerkboek B,187266d1-0a68-4f51-a833-4589258674ab,20220912131542,c0d90ce0-4eac-46df-8c86-375ccfc4baeb
Biologie,Nectar,4,vwo,2a786247-755a-480c-b27c-385f785a6a96,Nectar 4e editie biologie 4 vwo leerboek FLEX upgrade,37ca4ef3-9e1d-4fbf-90c4-76b81d6e1a94,20220706141944,a4c7555e-bab7-4077-adea-dea6f7fcaddc
Biologie,Nectar,5,havo,aeab9226-0959-4cab-a369-88d40f62b3e7,Nectar 4e editie biologie 5 havo leerboek FLEX,419691e9-d3db-4f5c-9e3e-e42ec575f6da,20210512084128,
,,,,,Nectar editie 4.1 biologie 5 havo leerboek FLEX,810114da-2c5c-418e-afc9-da800f555c17,20221101084406,3b62aaaf-21c0-4a17-91e8-dbccfe33f1e3
Biologie,Nectar,5,havo,00a8359c-1e33-44c4-ad40-00fc9a882162,Nectar editie 4.1 biologie 5 havo leerboek FLEX,810114da-2c5c-418e-afc9-da800f555c17,20221101084406,3b62aaaf-21c0-4a17-91e8-dbccfe33f1e3
Biologie,Nectar,5,vwo,4b9bf1e6-34c6-4eae-9d64-af4fe7fd3f6a,Nectar 4e editie biologie 5 vwo leerboek FLEX,0447e257-624c-41b6-b52c-094a3ef46ef9,20210511143928,
,,,,,Nectar editie 4.1 biologie 5 vwo leerboek FLEX,2afd6210-0fb1-4007-8d2a-b63ef7cad649,20230509102016,e3a8aca5-ef6a-488a-80f1-2295d76e7388
Biologie,Nectar,5,vwo,3c9f39f7-6a4b-4403-a898-508d1ddcf68f,Nectar editie 4.1 biologie 5 vwo leerboek FLEX,2afd6210-0fb1-4007-8d2a-b63ef7cad649,20230509102016,e3a8aca5-ef6a-488a-80f1-2295d76e7388
Biologie,Nectar,6,vwo,d97a478f-290e-48cb-a82c-13ddd52bdd32,Nectar 4e editie biologie 6 vwo leerboek FLEX,9bc66c4a-512c-4220-bffd-773828820b8e,20210520072815,
,,,,,Nectar editie 4.1 biologie 6 vwo leerboek FLEX,cfa0a04d-1835-43af-8339-b88cafd6d99d,20240328063859,4b212dd3-e94c-490d-9fca-7b6c150258a6
Frans,Grandes Lignes,1,havo / vwo,861ba98f-bbea-425f-848d-32155310d0a5,Grandes Lignes 1 HAVO/VWO CAHIER D’ACTIVITÉS A FLEX,713311f3-071d-4c49-a90c-b32f18d62b96,20210312084330,
,,,,,Grandes Lignes 1 HAVO/VWO CAHIER D’ACTIVITÉS B FLEX,c905d5c5-7260-495e-a34c-868edc5e8dd5,20210312084721,
,,,,,Grandes Lignes 1 HAVO VWO CAHIER D’ACTIVITÉS A FLEX 23/24,933eead2-ba6d-4d3b-91ca-8f6a2bacace9,20230508092020,6846d241-96c5-4c7d-a6b6-b1c18f0229e1
,,,,,Grandes Lignes 1 HAVO VWO CAHIER D’ACTIVITÉS B FLEX 23/24,fd45c0b7-f6df-49b3-9cd6-2ffe31d7cc77,20230508092648,95b13220-99ad-46ef-a4ff-e534f6145ca9
Frans,Grandes Lignes,1,havo / vwo,ebaf90a8-8d7e-4953-8fc6-704df7686066,Grandes Lignes 1 HAVO VWO CAHIER D’ACTIVITÉS A FLEX 23/24,933eead2-ba6d-4d3b-91ca-8f6a2bacace9,20230508092020,6846d241-96c5-4c7d-a6b6-b1c18f0229e1
,,,,,Grandes Lignes 1 HAVO VWO CAHIER D’ACTIVITÉS B FLEX 23/24,fd45c0b7-f6df-49b3-9cd6-2ffe31d7cc77,20230508092648,95b13220-99ad-46ef-a4ff-e534f6145ca9
Frans,Grandes Lignes,1,vmbo gt / havo,a629cab4-05ec-4445-af11-8458779562d1,Grandes Lignes 1 VMBO GT/HAVO CAHIER D’ACTIVITÉS A FLEX,2aeeae29-c0dd-4f6d-a944-159ef254fcb8,20210312082526,
,,,,,Grandes Lignes 1 VMBO GT/HAVO CAHIER D’ACTIVITÉS B FLEX,eef4b404-7ffb-4b72-a2cb-21442e4f651d,20210312083014,
,,,,,Grandes Lignes 1 VMBO-GT HAVO CAHIER D’ACTIVITÉS A FLEX 23/24,494dcd4d-b5a4-4ab4-b5e9-4063dac27e41,20230508093859,e4f1197e-a79d-4dd7-b32c-5332e3cd54bd
,,,,,Grandes Lignes 1 VMBO-GT HAVO CAHIER D’ACTIVITÉS B FLEX 23/24,7dbd4494-7159-4bec-a0e4-4266de662222,20230508094453,e46020b5-e36c-4efb-b985-b7182f860d26
Frans,Grandes Lignes,1,vmbo gt / havo,de1181d9-fc86-4e7f-a293-0e9d66de65dc,Grandes Lignes 1 VMBO-GT HAVO CAHIER D’ACTIVITÉS A FLEX 23/24,494dcd4d-b5a4-4ab4-b5e9-4063dac27e41,20230508093859,e4f1197e-a79d-4dd7-b32c-5332e3cd54bd
,,,,,Grandes Lignes 1 VMBO-GT HAVO CAHIER D’ACTIVITÉS B FLEX 23/24,7dbd4494-7159-4bec-a0e4-4266de662222,20230508094453,e46020b5-e36c-4efb-b985-b7182f860d26
Frans,Grandes Lignes,1,vwo,60abe5c7-b0fa-42fc-949f-e6c7ea31e927,Grandes Lignes 1 VWO CAHIER D’ACTIVITÉS A FLEX,cb220347-2c7b-4147-9136-27373d977215,20210312085212,
,,,,,Grandes Lignes 1 VWO CAHIER D’ACTIVITÉS B FLEX,56b5b793-229a-49f8-85ad-cffb2178aeed,20210312085639,
,,,,,Grandes Lignes 1 VWO CAHIER D’ACTIVITÉS A FLEX 23/24,30ceed68-1f8b-493d-93b0-71e479dec17d,20230508090559,09bfa076-9694-400d-9b5a-acc8e903ff08
,,,,,Grandes Lignes 1 VWO CAHIER D’ACTIVITÉS B FLEX 23/24,f3d9a93f-ebe3-4968-95b4-3e90844e0cf3,20230508091345,4d2c6509-5aa2-4cbc-8d17-5af4fe4ca06c
Frans,Grandes Lignes,1,vwo,b0d4585b-8d7f-43c8-96e9-7e74c1da1518,Grandes Lignes 1 VWO CAHIER D’ACTIVITÉS A FLEX 23/24,30ceed68-1f8b-493d-93b0-71e479dec17d,20230508090559,09bfa076-9694-400d-9b5a-acc8e903ff08
,,,,,Grandes Lignes 1 VWO CAHIER D’ACTIVITÉS B FLEX 23/24,f3d9a93f-ebe3-4968-95b4-3e90844e0cf3,20230508091345,4d2c6509-5aa2-4cbc-8d17-5af4fe4ca06c
Frans,Grandes Lignes,2,havo / vwo,1602cfc9-8d9e-4349-9b4f-355b89dfe1c5,Grandes Lignes Français 2 havo/vwo 6e editie Cahier D’activitès A FLEX,d07b09e3-2553-41f8-9f26-3d2ff5bec445,20200218104013,
,,,,,Grandes Lignes Français 2 havo/vwo 6e editie Cahier D’activitès B FLEX,aaa1ace5-8ca7-4b14-b8eb-cdc0e1343c95,20200218104422,
,,,,,Grandes Lignes Français 2 havo/vwo editie 6.1 Cahier D’activitès A FLEX,1d8d6795-86c6-4e51-b910-70e72e435b6a,20240313104301,063d5ea2-9ec4-4da6-865b-d570bc268679
,,,,,Grandes Lignes Français 2 havo/vwo editie 6.1 Cahier D’activitès B FLEX,dfddeff8-9358-4f9a-8f2f-e151cc5c1dfc,20240313102848,e731d9e6-7e8d-4c6d-80f3-d4692d369be7
Frans,Grandes Lignes,2,havo / vwo,6ab5da8e-ef3e-4d80-85ad-48d4c767acbf/ebooks,Grandes Lignes Français 2 havo/vwo Cahier D’activitès A FLEX,1d8d6795-86c6-4e51-b910-70e72e435b6a,20240313104301,063d5ea2-9ec4-4da6-865b-d570bc268679
,,,,,Grandes Lignes Français 2 havo/vwo Cahier D’activitès B FLEX,dfddeff8-9358-4f9a-8f2f-e151cc5c1dfc,20240313102848,e731d9e6-7e8d-4c6d-80f3-d4692d369be7
Frans,Grandes Lignes,2,vmbo gt / havo,ed2b8200-e8f5-44cc-955e-786f6b8a9edd,Grandes Lignes 2 VMBO GT/HAVO 6e editie CAHIER D’ACTIVITÉS A FLEX,fba167e9-efbd-468e-ba25-0e39d555c541,20210312083442,
,,,,,Grandes Lignes 2 VMBO GT/HAVO 6e editie CAHIER D’ACTIVITÉS B FLEX,30e55f6a-e926-4725-bd78-1089040f2e87,20210312083902,
,,,,,Grandes Lignes 2 VMBO GT/HAVO editie 6.1 CAHIER D’ACTIVITÉS A FLEX,678e89cc-98d4-4b36-bb24-e17774af48ba,20240313114205,c09a528f-b017-40b2-8242-e442d27b6eef
Frans,Grandes Lignes,2,vmbo gt / havo,f8cced44-12f0-444c-add7-78c63e59fd06,Grandes Lignes 2 VMBO GT/HAVO CAHIER D’ACTIVITÉS A FLEX,678e89cc-98d4-4b36-bb24-e17774af48ba,20240313114205,c09a528f-b017-40b2-8242-e442d27b6eef
Frans,Grandes Lignes,2,vwo,55697c1f-beba-46fa-b622-16753afeeb84,Grandes Lignes 2 VWO 6e editie CAHIER D’ACTIVITÉS A FLEX,b87f5857-5ad6-4eac-a39a-97398b3d3f37,20210312090052,
,,,,,Grandes Lignes 2 VWO 6e editie CAHIER D’ACTIVITÉS B FLEX,5cca3ee1-fc41-47fc-8bd1-a02c66765d7e,20210312090515,
,,,,,Grandes Lignes 2 VWO editie 6.1 CAHIER D’ACTIVITÉS A FLEX,0eac2c04-9f5a-449d-93f1-8b581d0374eb,20240313105728,9e62739d-fd93-4a75-acdf-67d14ed60f76
,,,,,Grandes Lignes 2 VWO editie 6.1 CAHIER D’ACTIVITÉS B FLEX,b1a74254-11b7-4f13-bf99-2c2c60e9f255,20240313110905,4fefcb7f-b74a-486a-88a2-0afe9af2f8eb
Frans,Grandes Lignes,2,vwo,b60b4310-d9ad-45dc-91dc-0d75e4312f07,Grandes Lignes 2 VWO CAHIER D’ACTIVITÉS A FLEX,0eac2c04-9f5a-449d-93f1-8b581d0374eb,20240313105728,9e62739d-fd93-4a75-acdf-67d14ed60f76
,,,,,Grandes Lignes 2 VWO CAHIER D’ACTIVITÉS B FLEX,b1a74254-11b7-4f13-bf99-2c2c60e9f255,20240313110905,4fefcb7f-b74a-486a-88a2-0afe9af2f8eb
Frans,Grandes Lignes,3,havo,87ff8b90-aa1d-489f-a6f6-7f2f7c7e5582,Grandes Lignes 3 havo Livre de textes,3fbff0a4-b400-4719-b363-c83a15f1aa1a,20170302085407,
,,,,,Grandes Lignes 3 havo livre d'exercices A,b045b452-102a-4fae-a1cb-d32ce4e48495,20170531113357,
,,,,,Grandes Lignes 3 havo livre d'exercices B,a6550087-bcd1-4f94-943f-bd93bcc2eb42,20170531113714,
Frans,Grandes Lignes,3,havo,36b67b09-9e2f-4610-bae9-7c8960661590,3 havo Cahier d'activités A FLEX,4c6a27ae-cc46-462a-9bf3-4095b9be0242,20210628082443,
,,,,,3 havo Cahier d'activités B FLEX,750736bf-13f2-4e47-b97d-7b1574818c65,20210630073824,
Frans,Grandes Lignes,3,vmbo gt,ff603cda-6342-40d9-a686-b46dd03fa711,Leerboek 3 vmbo-gt (5e Ed.),c8cbb646-71a0-4d68-a047-29902aa0aeb4,20160307102630,
,,,,,Werkboek A 3 vmbo-gt (5e Ed.),c1342963-3128-48cb-af3b-33a172363461,20170531114751,
,,,,,Werkboek B 3 vmbo-gt (5e Ed.),4a5c3fd2-51b9-452d-b30f-5729181da996,20170531114959,
Frans,Grandes Lignes,3,vmbo gt,1f0c4f9e-9dd7-4e35-901f-fb9f8cf81c0a,3 vmbo-gt Cahier d'activités A FLEX,a9570982-58ca-4f91-b48a-850474a2a0c4,20210628083444,
,,,,,3 vmbo-gt Cahier d'activités B FLEX,7109da47-a028-406d-b1e5-5c4706fe043b,20210630074337,
Frans,Grandes Lignes,3,vwo,1dc84de0-f8e0-4877-a123-e53646b7199a,Grandes Lignes 5e ed vwo 3 livre de textes,61355c83-1705-4afa-b4e4-d7649277c5ec,20160307123622,
,,,,,Grandes Lignes Français 3 vwo Livre d'exercices A,f35cdef1-6f31-478a-b12c-3d2dfea1863b,20180726124951,
,,,,,Grandes Lignes Français 3 vwo Livre d'exercices B,6b0e9d52-5145-4c52-aa0f-0d139998e908,20180726125137,
Frans,Grandes Lignes,3,vwo,4a3eb6a7-c143-4b4b-beb1-6fdf1d15e80a,3 vwo Cahier d'activités A FLEX,89bbd2b2-0f53-4a9a-87c8-95e86fe3cfe4,20210628084400,
,,,,,3 vwo Cahier d'activités B FLEX,177568d6-404b-4273-ade8-6f75b4d56e46,20210628084957,
Frans,Grandes Lignes,4,havo,9e3cf033-898b-4c40-9d8c-34df17486f3e,Grandes Lignes Français 4 havo Cahier D’activités A,83710bd4-217a-4b39-bdfb-e1dddfe235c2,20180726133214,
,,,,,Grandes Lignes Français 4 havo Cahier D’activités B,be688302-c2bc-4cca-a6bd-2fc0550bd538,20180726133628,
Frans,Grandes Lignes,4,vmbo gt,0ae5bce7-4b9e-4ed0-8a6e-16592e932d0d,Leerboek 4 vmbo-gt (5e Ed.),1865a6d9-a816-41c9-b329-0b71d4bf3d5c,20161024080821,
,,,,,Werkboek 4 vmbo-gt (5e Ed.),fea1d45b-2170-4279-93af-90c5d1a93f34,20180726124601,
Frans,Grandes Lignes,4,vmbo gt,85f33415-ebbb-4ce2-a296-018c0b6b0029,4 vmbo-gt Cahier d'activités FLEX,af3f79eb-ea58-435a-8cfd-a79b1914f6db,20220513112709,331e3373-289e-49db-a706-a496b78655fe
Frans,Grandes Lignes,4,vwo,19f4ffb7-d1cc-4c79-9c66-3a0e8886b11b,Grandes Lignes Français 4 vwo Cahier D’activités A,ff6d820e-24b8-40ed-96cc-64e009aa567e,20180726130813,
,,,,,Grandes Lignes Français 4 vwo Cahier D’activités B,cedb0342-8c58-4d9d-95cf-dc1c95eb1aef,20180726131705,
Frans,Grandes Lignes,5,havo,c319d17e-b203-4878-b4a8-85231c93e1ba,Grandes Lignes 5 HAVO CAHIER D’ACTIVITÉS A FLEX,60b41d29-a364-4e59-b86a-39c98a967c45,20210312090828,
,,,,,Grandes Lignes 5 HAVO CAHIER D’ACTIVITÉS B FLEX,9aed30f8-2dfe-4257-ac6c-29784ea904a4,20210312081543,
Frans,Grandes Lignes,5,vwo,d50b8205-c4a4-4bc3-957f-c7f343187b76,Grandes Lignes Français 5 vwo Cahier D’Activités A,64a99df5-6d3e-4e51-b3f3-16e5a1515b80,20190408104839,
,,,,,Grandes Lignes Français 5 vwo Cahier D’Activités B,61eca8a9-3e13-40dd-ab15-d934d369532c,20190408105105,
Frans,Grandes Lignes,6,vwo,e56dc46c-4536-4fdd-8bda-0427addd2d82,Grandes Lignes 6 VWO CAHIER D’ACTIVITÉS A FLEX,5f950eac-3638-4165-a3cb-d9d65f36bd62,20210312081842,
,,,,,Grandes Lignes 6 VWO CAHIER D’ACTIVITÉS B FLEX,b6a39cd4-738f-4eff-9bbc-f31401bbeb62,20210312082140,
Geschiedenis,Geschiedeniswerkplaats,1,havo / vwo,55d3414a-8fa9-4e21-8794-bdc990d99eaa,Geschiedeniswerkplaats havo/vwo 1 information book third edition,e5dea245-2bd6-416c-a6e2-0753e425656f,20180605100039,
,,,,,Geschiedeniswerkplaats havo/vwo 1 workbook third edition,924cfa88-7a59-4474-a614-ce4be034939d,20180509075406,
Geschiedenis,Geschiedeniswerkplaats,1,havo / vwo,b5bb8fa9-bae4-4e61-b25f-53d4a3a20c25,Geschiedeniswerkplaats havo/vwo 1 informatieboek,9cb903a4-39a6-4e6a-ba47-bcbbd6f6ff37,20180425095424,
,,,,,Geschiedeniswerkplaats havo/vwo 1 werkboek,46e3aa4b-d571-4547-9f1e-08a9905b5ce5,20180425092515,
Geschiedenis,Geschiedeniswerkplaats,1,vmbo bk,3a901fc9-d9e7-4916-b9d2-1d9b24ddac3a,Geschiedeniswerkplaats vmbo-bk 1 leerwerkboek A,6cabe846-41b2-4c59-8f70-30c02382cc94,20180423140631,
,,,,,Geschiedeniswerkplaats vmbo-bk 1 leerwerkboek B,9220765e-ab7d-40f9-9beb-948d1b5a0139,20180423141409,
Geschiedenis,Geschiedeniswerkplaats,1,vmbo kgt,cd98599c-ed9b-49a7-9445-7b7864cd0509,Geschiedeniswerkplaats vmbo-kgt 1 informatieboek,81cd93b0-8f46-4e0d-a9fa-a5816cc416d7,20180425070230,
,,,,,Geschiedeniswerkplaats vmbo-kgt 1 werkboek,358feaa1-0b4b-4d4c-8172-3c0f2cdbf21f,20180425085417,
Geschiedenis,Geschiedeniswerkplaats,1,vmbo t / havo,1770a3ec-b009-4b9b-8223-e703afb7b0dc,Geschiedeniswerkplaats vmbo-t/havo 1 informatieboek,336b1d77-0a60-4f02-8788-006662a39251,20180425071739,
,,,,,Geschiedeniswerkplaats vmbo-t/havo 1 werkboek,44b2a77f-cadb-4f02-ba41-fb9fdd176d1e,20180425091638,
Geschiedenis,Geschiedeniswerkplaats,1,vwo,973d5b85-7006-474a-af28-789b35663e4b,Geschiedeniswerkplaats vwo 1 informatieboek,2457bcff-4d6e-4b5a-b676-6787ff4308c6,20180425072750,
,,,,,Geschiedeniswerkplaats vwo 1 werkboek,acff1641-dd8a-4737-a708-6aa271519057,20180425094353,
Geschiedenis,Geschiedeniswerkplaats,2,havo / vwo,f05c7619-88b4-4e61-8ca3-47dc7adef02b,Geschiedeniswerkplaats havo/vwo 2 information book third edition,afddde94-24f2-4280-8e6a-fc0cb8380fac,20190408122403,
,,,,,Geschiedeniswerkplaats havo/vwo 2 workbook third edition,8b81066d-9772-44fd-a214-6d8208f9f6b1,20190430065901,
Geschiedenis,Geschiedeniswerkplaats,2,havo / vwo,e5ca9205-69c5-4a5f-b8c9-8403714badd7,Geschiedeniswerkplaats havo/vwo 2 informatieboek derde editie,61ddae2c-4fd7-4428-8395-82686640f694,20190228114643,
,,,,,Geschiedeniswerkplaats havo/vwo 2 werkboek derde editie,8018e926-9164-4048-99c4-35b6501c5adc,20190228120431,
Geschiedenis,Geschiedeniswerkplaats,2,vmbo bk,7496c32c-5d67-4061-9616-f0dafa153e9d,Geschiedeniswerkplaats vmbo-bk 2 leerwerkboek A derde editie,9a77fc27-4a37-4552-b6c3-529b9a317012,20190404124315,
,,,,,Geschiedeniswerkplaats vmbo-bk 2 leerwerkboek B derde editie,43f096f5-2370-4dbe-97d4-f783a7df6549,20190404124725,
Geschiedenis,Geschiedeniswerkplaats,2,vmbo kgt,8e82d074-bb7b-4cf0-ac01-a77f63580f00,Geschiedeniswerkplaats vmbo-kgt 2 informatieboek derde editie,12d8539b-2d43-4830-aa7b-4f0d5d214329,20190328135015,
,,,,,Geschiedeniswerkplaats vmbo-kgt 2 werkboek derde editie,efd69ffe-27b0-4e71-8c63-785adc2330c5,20190329081641,
Geschiedenis,Geschiedeniswerkplaats,2,vmbo t / havo,ae95016a-8173-4146-8bf7-19a7039c3176,Geschiedeniswerkplaats vmbo-t/havo 2 informatieboek derde editie,bc09ab2b-abe5-4ec5-a4dd-a44c2a9f4f65,20190328140747,
,,,,,Geschiedeniswerkplaats vmbo-t/havo 2 werkboek derde editie,9ed891ca-adbb-427d-a2c2-aef2398d6945,20190329095825,
Geschiedenis,Geschiedeniswerkplaats,2,vwo,835248c6-37b2-48da-883b-0518a562a1ba,Geschiedeniswerkplaats vwo 2 informatieboek derde editie,71180ea1-6c83-437a-93b2-9e83bf7f8d01,20181213151352,
,,,,,Geschiedeniswerkplaats vwo 2 Werkboek derde editie,6be9e95b-642e-4a4c-bc7c-da3a5ef6e97a,20181213153109,
Geschiedenis,Geschiedeniswerkplaats,3,havo,bc4f58d6-753d-4cf8-adcf-4b21c697858c,Geschiedeniswerkplaats havo 3 informatieboek derde editie,10abf713-79ff-4fb0-87bf-640c1e96a316,20200303143050,
,,,,,Geschiedeniswerkplaats havo 3 werkboek derde editie,edfdc17a-899c-4fc3-b397-2c36f2c0e6fb,20200310082433,
